deptime,avg_arrdelay
2412,69.04347826086956
127,69.71717171717172
159,71.0
131,71.0253164556962
317,71.125
122,71.6068376068376
242,72.11111111111111
2421,74.0
15,74.07901234567902
2406,74.23529411764706
257,74.42857142857143
247,74.625
2403,76.5
446,76.66666666666667
202,76.82608695652173
141,77.0677966101695
233,77.2051282051282
115,77.3076923076923
222,77.86363636363636
240,78.375
403,79.5
156,79.5111111111111
438,80.33333333333333
246,80.4
121,81.69724770642202
158,81.87234042553192
206,81.91891891891892
2404,82.125
418,83.0
123,83.10714285714286
134,83.5079365079365
217,83.61538461538461
241,84.48717948717949
203,84.70175438596492
313,84.71428571428571
2424,84.77777777777777
2405,84.84285714285714
153,84.94
2401,85.31818181818181
138,86.08571428571429
2513,87.0
2426,87.14285714285714
231,87.41935483870968
124,88.30275229357798
125,88.40287769784173
224,88.58333333333333
120,89.06849315068493
2428,90.0
216,90.31428571428572
132,90.66666666666667
154,90.69642857142857
226,90.81481481481481
133,91.37647058823529
218,91.61764705882354
149,92.03389830508475
2413,92.05882352941177
142,92.26229508196721
259,92.57142857142857
332,93.6
2416,93.63157894736842
2422,94.125
118,94.65322580645162
214,94.925
213,96.08571428571429
204,96.25
230,96.5
117,96.55172413793103
119,96.86607142857143
136,96.86666666666666
207,96.90697674418605
422,97.0
200,97.3
219,97.36363636363636
250,97.77777777777777
150,98.96052631578948
140,99.4
148,99.54237288135593
2446,99.55555555555556
2451,99.6
2427,100.16666666666667
128,100.51428571428572
407,100.75
2432,100.88888888888889
225,100.96969696969697
209,101.02564102564102
137,101.49152542372882
2409,101.61111111111111
430,102.0
315,102.0909090909091
245,103.04347826086956
2418,103.47368421052632
2441,103.66666666666667
146,103.71153846153847
157,104.02083333333333
212,105.0
2445,105.1875
145,105.36363636363636
249,105.875
2423,107.23076923076923
152,107.42465753424658
2429,107.71428571428571
2442,108.11111111111111
201,109.38983050847457
2435,110.02857142857142
336,110.57142857142857
431,110.66666666666667
2410,111.37349397590361
2419,111.46153846153847
221,112.74074074074075
139,113.13698630136986
2452,113.25
2438,113.4
143,113.42622950819673
2434,114.0
130,114.14285714285714
144,114.32758620689656
2417,114.73333333333333
2453,115.125
2420,115.74545454545455
321,115.88888888888889
309,116.46153846153847
335,118.5
2458,118.63636363636364
301,118.93333333333334
255,119.08333333333333
135,119.38947368421053
2437,119.46153846153847
2527,120.33333333333333
155,120.6470588235294
2512,121.42857142857143
2538,121.5
305,121.61111111111111
2454,121.66666666666667
2414,121.75
405,121.75
2534,121.75
2500,122.2
2449,122.6
2519,122.66666666666667
211,122.97222222222223
2553,123.0
2459,123.33333333333333
2502,124.0
2455,124.33333333333333
220,124.91176470588235
2456,125.33333333333333
300,127.16666666666667
2415,127.4
251,127.57142857142857
322,127.66666666666667
306,127.82352941176471
2430,128.57142857142858
205,128.84615384615384
2508,129.66666666666666
2425,130.02941176470588
2507,132.0
2443,132.5
2514,132.6
210,133.0487804878049
2521,133.6
2526,134.0
252,134.28571428571428
2505,134.66666666666666
2515,134.95
2448,135.35294117647058
147,135.35416666666666
2450,135.8846153846154
2503,136.0
417,136.16666666666666
319,136.28571428571428
2619,137.0
2510,137.1904761904762
2557,138.0
314,140.33333333333334
2439,141.0
2447,142.14285714285714
2431,144.25
2457,145.14285714285714
2433,146.3125
318,146.63636363636363
2603,149.0
409,149.33333333333334
308,150.22222222222223
2530,150.8
310,151.21428571428572
406,151.57142857142858
412,152.5
2542,152.83333333333334
445,153.0
2541,154.0
401,154.2
2559,155.0
2440,155.61764705882354
2533,155.8
311,156.25
307,157.85714285714286
215,158.4878048780488
2605,159.0
2516,159.66666666666666
2532,160.0
2523,160.5
2549,161.0
2524,162.0
316,162.4
2551,165.0
2444,165.0
2607,166.0
2436,167.0
253,167.30769230769232
2525,168.42857142857142
2600,169.0
2543,169.0
2529,170.0
2506,170.0
2556,170.5
2517,171.0
352,171.0
304,171.10526315789474
248,171.52941176470588
2602,173.0
2547,173.66666666666666
2504,173.83333333333334
2552,174.0
2545,174.0
337,175.0
254,177.16666666666666
2621,178.0
2501,178.66666666666666
2520,179.9047619047619
2535,180.0
2536,181.0
2554,183.0
331,186.14285714285714
2528,186.6
2511,187.0
359,187.0
338,187.5
2647,188.5
2625,191.0
334,193.6
404,194.0
2555,195.0
303,198.33333333333334
312,200.0
2613,201.0
2635,201.5
2615,202.0
339,205.33333333333334
2642,206.0
2550,206.0
323,207.875
347,209.0
344,213.0
354,214.0
353,216.14285714285714
2616,218.5
410,219.0
349,220.16666666666666
346,220.66666666666666
348,222.0
2544,225.0
2522,225.5
327,226.5
328,226.85714285714286
324,227.3
320,228.27272727272728
2630,228.83333333333334
2629,231.0
2620,231.0
2638,231.0
2531,231.0
2628,236.0
350,237.0
356,237.0
326,238.66666666666666
2558,243.5
2722,244.0
2537,245.33333333333334
408,245.66666666666666
2540,249.42857142857142
2626,250.0
341,254.5
340,255.0
329,257.2
2509,259.5
2648,260.0
2700,264.0
2610,264.25
2631,264.5
325,265.0
423,265.0
2727,266.0
2658,269.0
345,274.5
351,278.0
330,280.8181818181818
2622,284.0
2608,285.0
2725,306.0
2639,313.0
2752,316.0
414,325.25
2617,331.0
424,334.0
343,346.0
333,354.0
428,362.0
2805,364.0
355,374.0
2703,396.0
435,429.0
416,434.0
415,483.6666666666667
2710,708.0
